brand_name,validated,brand_parent_occurances,parent_company_name,id,brand_total_count,brand_frequency
hydrococo,false,1,farma tbk,farma tbk,2,1
hydroflask,false,1,hydroflask,hydroflask,1,1
hydrogen 6%,false,1,narie kosmetika,narie kosmetika,2,1
hydrolife,false,1,hydro life co,hydro life co,1,1
hydron,false,1,hydron,hydron,1,1
hydros,false,1,imperial plast and beverages,imperial plast and beverages,85,1
hygien,false,1,ip. manufacturing,ip. manufacturing,1,1
hygiene,false,1,"hygiene, i.p. group","hygiene, i.p. group",10,6
hygienex alcohol,false,1,splash,splash,1,1
hygienix,false,1,splash corporation,q17047180,12,4
hyleys,false,1,hyleys tea company,hyleys tea company,1,1
hype,true,1,unbranded,unbranded,1,1
hypo,false,1,"hypo, hypo","hypo, hypo",68,7
hyppe,false,1,artisan vapor & cbd,artisan vapor & cbd,1,1
hzo,false,1,hzo,q16996216,15,2
háº¡ long water,false,1,cty c tm&ätxd nguyãªn äáº­t minh dæ°æ¡ng,cty c tm&ätxd nguyãªn äáº­t minh dæ°æ¡ng,1,1
háº£o háº£o,false,1,ace cook,ace cook,14,1
hã¶lllinger,false,1,hã¶lllinger,hã¶lllinger,1,1
hæ°æ¡ng hoa lan,false,1,vtl chemical cosmestic,vtl chemical cosmestic,1,1
hæ°æ¡ng thu hiá»n,false,1,gia lá»™c háº£i dæ°æ¡ng,gia lá»™c háº£i dæ°æ¡ng,1,1
hæ°æ¡ng táº§m xuã¢n,false,1,vinamart,vinamart,1,1
hépar,false,1,nestlé,q160746,3,3
hérika,false,1,hérika medical products,hérika medical products,1,1
hòa bình,false,1,hòa bình,hòa bình,1,1
hölzer,false,1,hölzer,hölzer,2,1
hörnchen gefüllt,false,1,schwarz gruppe,q712034,1,1
hörnchen milchcreme,false,1,meine kuchenwelt,meine kuchenwelt,3,1
hürlimann,false,1,feldschlösschen,feldschlösschen,1,1
hạt nêm neptune,false,1,hạt nêm neptune,hạt nêm neptune,3,1
hảo hảo,false,1,hảo hảo,hảo hảo,26,1
i cool,false,1,republic biscuit corporation,q7314390,4,1
i drink,true,1,unbranded,unbranded,1,1
i drink plus,false,1,living beverage company limited,living beverage company limited,4,2
i-envy,false,1,kiss products inc,kiss products inc,1,1
i-run,false,1,i-run,i-run,1,1
i-spring,true,1,unbranded,unbranded,9,3
i.q cornachos,false,1,i.q cornachos,i.q cornachos,2,1
iams,true,1,"mars, incorporated",q695087,2,2
ian,false,1,cv litara jaya,cv litara jaya,3,1
ibom air,false,1,rub'n lord investments litd,rub'n lord investments litd,3,3
ibon,false,1,elvan corporate group,elvan corporate group,1,1
ibons,false,1,ibons,ibons,1,1
ibsa,false,1,ibsa pharma inc.,ibsa pharma inc.,1,1
ibu hexal,false,1,hexal,hexal,1,1
ibuflam,false,1,lichtenstein,lichtenstein,1,1
ibumie,false,1,ibumie,ibumie,2,1
ibuprofen tray,true,1,unbranded,unbranded,1,1
ic hair polisher,true,1,unbranded,unbranded,1,1
icapeb,false,1,icapeb,icapeb,57,1
icardio,false,1,icardio,icardio,2,2
icb,false,1,icb s.a.,icb s.a.,1,1
ice,attempted,1,"harvey holdings, ice, ice beverage morocco, sodalmu","harvey holdings, ice, ice beverage morocco, sodalmu",180,24
ice  frogs,false,1,ice  frogs,ice  frogs,1,1
ice (sparkling),false,1,ice (sparkling),ice (sparkling),1,1
ice +,false,1,ice +,ice +,2,1
ice americano,false,1,lotte,lotte,1,1
ice break,false,1,"ice break, lactalis","ice break, lactalis",6,3
ice breaker,true,1,unbranded,unbranded,2,1
ice breakers,false,1,the hershey company,q1056637,2,2
ice candy,false,1,ice candy,ice candy,549,3
ice candy tube,false,1,ice candy tube,ice candy tube,1,1
ice candy wrapper,true,1,unbranded,unbranded,4,1
ice ceam,false,1,polar,polar,12,1
ice chill,false,1,ice chill co ltd,ice chill co ltd,1,1
ice coffee macchiato,false,1,valora,q665504,1,1
ice cool,false,1,ice cool water,ice cool water,3,3
ice cream,true,1,bakhresa group,q27961785,1064,10
ice cream container,true,1,unbranded,unbranded,2,1
ice cream pack,false,1,miåˆonky,miåˆonky,1,1
ice cream pop,false,1,mylit,mylit,5,2
ice drink,false,1,indústria e comércio de bebidas pinheirense,indústria e comércio de bebidas pinheirense,1,1
ice drop,true,1,baron water house limited,https://www.modernghana.com/news/515593/baron-water-dedicates-new-unit.html,211,4
ice forest,false,1,cv subur jaya abadi,cv subur jaya abadi,1,1
ice fresh,false,1,august storck kg,q566814,20,3
ice gel,false,1,vitabalans oy,vitabalans oy,1,1
ice gem,true,1,unbranded,unbranded,1,1
ice house,false,1,ice house,ice house,3,2
ice lolly,false,1,bakresa food product,bakresa food product,10,1
ice lux,false,1,ice lux co ltd,ice lux co ltd,1,1
ice mint,false,1,midels,midels,1,1
ice mix ð¡ð»ð°ð²ñƒñ‚ð¸ñ‡,false,1,ice mix ð¡ð»ð°ð²ñƒñ‚ð¸ñ‡,ice mix ð¡ð»ð°ð²ñƒñ‚ð¸ñ‡,1,1
ice mountain,true,1,bluetriton brands,q16242798,279,43
ice pack,true,1,unbranded,unbranded,1,1
ice pack unknown,true,1,unbranded,unbranded,1,1
ice pearl,false,1,ice pearl trading company ltd,ice pearl trading company ltd,2,2
ice plas,false,1,ice plas water company,ice plas water company,13,1
ice plus,false,1,water banc,water banc,44,1
ice pop,false,1,mylit,mylit,34,4
ice river,false,1,"gott, ice river spring water, ice river spring water","gott, ice river spring water, ice river spring water",3,3
ice sparkling,false,1,ice sparkling,ice sparkling,1,1
ice storm,false,1,schwarz gruppe,q712034,1,1
ice sweets,false,1,metha group,metha group,1,1
ice tea,true,1,federation of migros cooperatives,q680727,127,23
ice tea aquamist,false,1,ice tea aquamist,ice tea aquamist,5,1
ice tea migros,false,1,migros genossenschaft,migros genossenschaft,4,1
ice tea ocean,false,1,ice tea ocean,ice tea ocean,1,1
ice tickle,false,1,ice tickle,ice tickle,1,1
ice tickles,false,1,ice tickle,ice tickle,2,2
ice time,true,1,unbranded,unbranded,19,1
ice up,false,1,ice up,ice up,2,1
ice valley,false,1,shepley,shepley,3,1
ice water,false,1,ice love company,ice love company,35,1
ice-tea,false,1,ice-tea,ice-tea,2,1
iceberry,false,1,iceberry,iceberry,1,1
icebraker sours,false,1,icebraker sours,icebraker sours,1,1
icecream leningradskij hladokombinat,false,1,leningradskij hladokombinat,leningradskij hladokombinat,1,1
iced gel biscuit,false,1,iced gel biscuit,iced gel biscuit,1,1
iced gem,false,1,iced gem,iced gem,1,1
iced gem biscuits,false,1,"iced gem biscuits, ritz food corp.","iced gem biscuits, ritz food corp.",7,3
iced jem,false,1,iced jem,iced jem,10,1
iced mountain,false,1,fraser & neave sdn bhd,fraser & neave sdn bhd,10,3
icee,false,1,"icee, j&j snack foods","icee, j&j snack foods",20,5
icegem biscuits,false,1,rits food product corp,rits food product corp,1,1
icekiss,false,1,distribuidora de produtos alimenticios icekiss ltda,distribuidora de produtos alimenticios icekiss ltda,1,1
iceland,false,1,"iceland, walker & dhaliwal","iceland, walker & dhaliwal",8,3
iceland elm spring,false,1,walker & dhaliwal,walker & dhaliwal,1,1
iceland table water,false,1,iceland table water,iceland table water,1,1
icelolly,false,1,icelolly,icelolly,7,1
icepak,false,1,baron water house,baron water house,2,1
icepop,false,1,icepop,icepop,5,3
icetea,false,1,ice tea,ice tea,3,1
ich bin ã–sterreich wasser,false,1,rewe group,q573266,2,1
ichi,false,1,thien ha kameda joint stock company - thua thien hue branch,thien ha kameda joint stock company - thua thien hue branch,9,1
ichi ocha,false,1,salim group,q905963,7,2
ichiban,false,1,ichiban records,q1656371,1,1
ichitan,true,1,ichitan,q11286748,229,59
ichitan thai tea,true,1,unbranded,unbranded,2,1
icim ayran,false,1,icim ayran,icim ayran,6,1
icim fit,false,1,ak gida san,ak gida san,1,1
icim suzmo,false,1,ulker,ulker,2,1
icom,false,1,icom,icom,1,1
icool,false,1,"columbia international food products, inc","columbia international food products, inc",44,10
icos,false,1,altria,q445007,4,2
icy cole,false,1,icy cole,icy cole,5,1
icy cools,false,1,coles brand,coles brand,1,1
icy cup water,false,1,icy cup water,icy cup water,1,1
icy pole peters froneri italy,false,1,icy pole peters froneri italy,icy pole peters froneri italy,1,1
ida,false,1,ida,ida,5,1
ideal,false,1,grupo bimbo,q775031,4,3
ideal bakery,true,1,unbranded,unbranded,1,1
"ideal macaroni & spaghetti factory, inc",false,1,"ideal macaroni & spaghetti factory, inc","ideal macaroni & spaghetti factory, inc",1,1
ideal nemoloko,false,1,lustdorf,lustdorf,1,1
ideal noodles,false,1,ideal noodles,ideal noodles,2,1
ideal s.a.,false,1,ideal s.a.,ideal s.a.,1,1
ideale,attempted,1,ideale eau minerale,https://www.facebook.com/ideale.eau.minerale/,1309,1
idealsa,false,1,unbranded,unbranded,2,2
idium,false,1,idium,idium,7,1
idou,true,1,unbranded,unbranded,1,1
idã©ale,false,1,idã©ale,idã©ale,600,1
ie yudara,false,1,ie yudara,ie yudara,7,1
if,false,1,if,if,1,1
ifad,false,1,ifad multi products ltd,ifad multi products ltd,89,1
ifal farmaceutica,false,1,ifal farmaceutica,ifal farmaceutica,1,1
iff,false,1,iff,iff,1,1
ifp manufacturing corp.,false,1,ifp manufacturing corporation,ifp manufacturing corporation,1,1
iga,false,1,"iga, independently owned","iga, independently owned",2,2
igarapé,true,1,unbranded,unbranded,1,1
igboya achoholic drink,false,1,igboya achoholic drink,igboya achoholic drink,61,1
igelit,false,1,neidentifikovatelnã½,neidentifikovatelnã½,7,1
igelitky,false,1,albert,albert,3,1
igelitovã© sã¡äky,false,1,igelitovã© sã¡äky,igelitovã© sã¡äky,53,1
"igelitovã© sã¡äky, taå¡ky,",false,1,"igelitovã© sã¡äky, taå¡ky,","igelitovã© sã¡äky, taå¡ky,",43,1
iget,true,1,unbranded,unbranded,12,4
iglo,true,1,nomad foods,q20652338,190,1
igloo,true,1,abdul monem limited,q97277863,962,12
igloo chocolate ice-cream,false,1,abdul monem ltd.,abdul monem ltd.,8,1
ihop,false,1,dine brands global,q5278020,3,3
ijaw cun,true,1,unbranded,unbranded,1,1
ik s. a.,false,1,ik s. a.,ik s. a.,2,1
ik sa,false,1,unbranded,unbranded,1,1
ika somen,false,1,sunfood,sunfood,1,1
ikan cotek,false,1,ikan cotek,ikan cotek,4,1
ikea,false,1,ikea,q54078,26,15
ikemba,false,1,codvinak int. venture,codvinak int. venture,14,1
iki,false,1,iki,q1653981,14,5
il colle,false,1,il colle,il colle,3,1
ilan döner,false,1,ilan döner,ilan döner,2,1
ilara,false,1,"brookside, brookside dairy limited","brookside, brookside dairy limited",189,5
ilip,false,1,ilip srl,ilip srl,3,1
illertaler,false,1,hofmeister-champignon,hofmeister-champignon,1,1
illiko,false,1,illiko,illiko,94,1
illinois battery specialists,false,1,illinois battery specialists,illinois battery specialists,1,1
illuminatus,true,1,unbranded,unbranded,1,1
ilocos bagnet,false,1,ilocos bagnet,ilocos bagnet,1,1
ilolay,false,1,sucesores de alfredo williner s.a.,sucesores de alfredo williner s.a.,3,2
ilubilu,false,1,reedisha,reedisha,16,1
image,false,1,dodoma wine limited,dodoma wine limited,2,1
image wine,false,1,image wine,image wine,3,1
imagi,false,1,imagi animation studios,q3043485,65,7
imagi black wines,false,1,alko vintage limited,alko vintage limited,2,1
imari velvet,false,1,natura cosméticos s.a.,q3131210,2,2
imax,false,1,imax corporation,q1654103,1,1
ime pharma,false,1,ime pharma,ime pharma,1,1
imerco,false,1,imerco a/s,imerco a/s,1,1
imlek,false,1,imlek,imlek,6,1
imli,false,1,ok polytechnic pvt ltd,ok polytechnic pvt ltd,29,1
immanuella table water,false,1,immanuella table water,immanuella table water,1,1
imose water,false,1,imose water,imose water,1,1
impact,false,1,impact,impact,3,3
imperatriz,false,1,"imperatriz, jan distribuidora","imperatriz, jan distribuidora",11,6
imperatriz água mineral,false,1,imperatriz água mineral,imperatriz água mineral,2,2
imperial,false,1,imperial brands,q1471161,2,1
imperial blue,false,1,imperial blue,imperial blue,11,1
imperial nuts,false,1,star snacks co,star snacks co,1,1
imperial taste,false,1,imperial taste,imperial taste,1,1
imperio,false,1,imperio,q24074551,1,1
implast,true,1,unbranded,unbranded,1,1
implek,false,1,implek,implek,24,1
implora,false,1,cv. priskila mandiri utama,cv. priskila mandiri utama,1,1
importada,false,1,importada,importada,1,1
impulse,false,1,impulse,q6007967,1,1
imunele,false,1,vimm bill dunn russia,vimm bill dunn russia,2,1
imunella,false,1,imunella,imunella,1,1
in and out,false,1,in and out burger co,in and out burger co,2,1
in kind,false,1,kind,kind,1,1
in mild,false,1,"altria, pt dwimuria investama andalan",q445007q56034693,75,22
in n out,false,1,in-n-out burger,q1205312,18,10
in perial cervesa,false,1,cerveceria hondureña,cerveceria hondureña,32,1
in-comix,false,1,in-comix,in-comix,4,1
in-n-out,false,1,in-n-out burger,q1205312,5,2
ina,false,1,mol group,q549181,23,9
ina air mineral,false,1,ina air mineral,ina air mineral,2,1
inaco,false,1,inaco,inaco,1,1
inaco jelly,false,1,inaco,inaco,13,4
inaco nata de coco,false,1,inaco,inaco,1,1
inafood hitamanis,false,1,inafood,inafood,1,1
inalecsa,false,1,inalecsa,inalecsa,14,1
inasal,false,1,mabuhay biscuit corporation,mabuhay biscuit corporation,113,2
inaya,false,1,new inaya london ltd.,new inaya london ltd.,1,1
inca,false,1,liwayway holdings company limited,liwayway holdings company limited,1,1
inca drinking water,true,1,unbranded,unbranded,1,1
inca water,false,1,"incawater co.,ltd","incawater co.,ltd",60,3
incandessence,false,1,incandessence,incandessence,1,1
inconnu,attempted,1,inconnu,inconnu,2996,21
indeco,false,1,indeco,indeco,5,1
independent (belgium),false,1,independent (belgium),independent (belgium),1,1
"indeterminate (umami, asahi, tassya)",false,1,"indeterminate (umami, asahi, tassya)","indeterminate (umami, asahi, tassya)",5,1
indhuleka,false,1,unilever,q157062,1,1
indiaah,false,1,saj foods,saj foods,2,1
indian gate,false,1,krbl ltd,krbl ltd,1,1
indiana,true,1,unbranded,unbranded,1,1
indica,false,1,"cavinkare, cavinkare pvt ltd","cavinkare, cavinkare pvt ltd",3,2
indijski oreå¡äki,false,1,indijski oreå¡äki,indijski oreå¡äki,2,1
individual entrepreneur fendel u.v.,false,1,individual entrepreneur fendel u.v.,individual entrepreneur fendel u.v.,1,1
individuales,false,1,individuales,individuales,1,1
indo citra jaya samudra,false,1,indo citra jaya samudra,indo citra jaya samudra,1,1
indo food,false,1,salim group,q905963,17,3
indocafe,true,1,pt sari incofood,https://www.dnb.com/business-directory/company-profiles.pt_sari_incofood_corp.fc94195c556b03573a69b78d763f6568.html,112,10
indocafe coffeemix,false,1,sari incofood corporation,sari incofood corporation,9,2
indocafe coffemix,false,1,sari indofood corp.,sari indofood corp.,1,1
indoeskrim,false,1,salim group,q905963,1,1
indofood,true,1,salim group,q905963,498,8
indolaksa,false,1,indolaksa,indolaksa,2,1
indomaret,false,1,"indomarco prismatama, indomaret group","indomarco prismatama, indomaret group",6,4
indomart,false,1,indomart,indomart,6,3
indomie,true,1,salim group,q905963,2175,95
indomie goreng,false,1,salim group,q905963,9,2
indomie hype abis,false,1,salim group,q905963,1,1
indomie instant noodles,false,1,indomie instant noodles,indomie instant noodles,10,1
indomie kari ayam,false,1,indofood,indofood,6,1
indomilk,true,1,salim group,q905963,260,80
indomilk kids,false,1,indolakto jakarta,indolakto jakarta,2,2
indomine,false,1,de-united industrie ltd,de-united industrie ltd,34,1
indomte,false,1,salim group,q905963,50,1
indosari,false,1,panfila indosari,panfila indosari,13,3
indumentaria,true,1,unbranded,unbranded,1,1
industria arizolin,false,1,productos arizolin,productos arizolin,1,1
induveca,false,1,unbranded,unbranded,2,1
ineralen,false,1,teurlinos,teurlinos,1,1
infaq,false,1,eagle swipe sdn bhd,eagle swipe sdn bhd,1,1
infinite,false,1,mamuda beverages nigeria limited,mamuda beverages nigeria limited,1,1
infinite milk powder,false,1,"infinitus (china) co., ltd","infinitus (china) co., ltd",1,1
inforplast,false,1,inforplast,inforplast,1,1
infuzions,false,1,infuzions,infuzions,1,1
ingeo,false,1,"https://ingo-cafe.com/, ingeo, ingeo, nature works","https://ingo-cafe.com/, ingeo, ingeo, nature works",5,4
ingman,false,1,arla oy,q4356134,10,1
ingman icecream,false,1,ingman icecream,ingman icecream,1,1
ingman vega,false,1,unilever,q157062,6,1
inidentified,true,1,unbranded,unbranded,151,1
inihaw na bangus,false,1,honai food corporation,honai food corporation,1,1
inipit,false,1,lemon square,q115972938,5,4
inipits,false,1,lemon square,q115972938,4,1
inix,false,1,"inix, inix comercial","inix, inix comercial",6,3
injekce,false,1,bbraun,bbraun,3,1
injoy,false,1,injoy,injoy,4,4
injoy milk melon,false,1,doxo,doxo,1,1
ink joy,false,1,ink joy,ink joy,1,1
inmild,false,1,british american tobacco,q856411,1,1
inn at middletown,false,1,inn at middletown,inn at middletown,1,1
innocent,false,1,the coca-cola company,q3295867,33,19
innova,false,1,innova,innova,1,1
innovative ventures,false,1,innovative ventures,innovative ventures,1,1
innovaware,false,1,innovaware,innovaware,1,1
innovitelle inc.,false,1,innovitelle inc.,innovitelle inc.,1,1
inoar,false,1,inoar,inoar,1,1
inovita,false,1,inovita,inovita,1,1
insalata,false,1,eurospin,q1374674,1,1
insalata mista coop,false,1,coop,coop,1,1
insect can,true,1,unbranded,unbranded,1,1
insecticide,true,1,unbranded,unbranded,1,1
instant coffee,false,1,bellarom,bellarom,1,1
instant oatmeal,false,1,instant oatmeal,instant oatmeal,7,1
instant oats,false,1,instant oats,instant oats,1,1
instinct,false,1,instinct,instinct,1,1
insto,false,1,mandjur,mandjur,3,3
"int'l pharmaceuticals, inc.",false,1,"int'l pharmaceuticals, inc.","int'l pharmaceuticals, inc.",5,3
intensive care,false,1,unilever,q157062,1,1
inter wrap,false,1,inter wrap,inter wrap,1,1
interbev phil,false,1,interbev phil,interbev phil,4,1
interbis,false,1,adyaboga pranata industries,adyaboga pranata industries,1,1
intercontinental distillers ltd,false,1,intercontinental distillers limited,intercontinental distillers limited,42,2
interflora,true,1,unbranded,unbranded,1,1
interibi,false,1,interibi,interibi,1,1
intermarchã©,false,1,intermarchã©,intermarchã©,4,1
intermarché,false,1,intermarchã©,intermarchã©,3,2
intermi,false,1,indofood,indofood,1,1
intermie,false,1,salim group,q905963,15,3
internasional bakery,false,1,internasional bakery denpasar,internasional bakery denpasar,5,2
international breweries plc,false,1,international breweries plc,q16994999,12,1
international nutrition company,false,1,international nutrition company,international nutrition company,1,1
international paper,false,1,international paper,q202972,8,4
international pharmaceutical,false,1,international pharmaceutical,international pharmaceutical,2,1
intersport,false,1,intersport,q666888,1,1
intex,false,1,intex,intex,1,1
intex corp,false,1,intex corp,intex corp,1,1
intira,false,1,intira drinking water,intira drinking water,3,3
intisari,false,1,orang tua,orang tua,1,1
intl delight,false,1,white wave foods,white wave foods,1,1
intra food,false,1,intra food,intra food,26,2
intraplas,false,1,intraplas,intraplas,15,1
introplastik,false,1,introplastik,introplastik,1,1
inve,false,1,inve,inve,3,1
invernizzi,false,1,lactalis,q1799825,1,1
invigra,false,1,invigra,invigra,1,1
invite,false,1,invite,invite,1,1
invite souffle,false,1,simsek,simsek,1,1
involucro piatti piani dopla,false,1,dopla spa,dopla spa,1,1
inwi,false,1,inwi,inwi,4,3
inyange,false,1,inyange,inyange,45,1
inyectores de plástico s. a.,false,1,inyectores de plástico s. a.,inyectores de plástico s. a.,2,1
iogo,false,1,aliments ultima,aliments ultima,3,1
iogurte carrefour,false,1,grupo carrefour,grupo carrefour,12,3
ioio mix,false,1,the hershey company,q1056637,1,1
ioli,false,1,heineken,q180855,30,2
ion,false,1,ion,ion,1,1
ion alkaline,false,1,ion alkaline,ion alkaline,1,1
ion life,false,1,ion life,ion life,2,1
ion saka,false,1,ion saka,ion saka,1,1
ioplait,false,1,ioplait,ioplait,1,1
iora,false,1,total drink and beverage,total drink and beverage,3,3
ip,false,1,ip,ip,1,1
ipanema,false,1,ipanema calcados ltda,ipanema calcados ltda,2,2
ipb,true,1,unbranded,unbranded,1,1
iphone,false,1,apple,apple,1,1
ipia,false,1,ipia,ipia,4,2
ipiranga,false,1,grupo ultra,grupo ultra,2,2
ipp,false,1,interplast plastic products,interplast plastic products,1,1
ipren,false,1,mcneil denmark aps,mcneil denmark aps,2,2
iqos,false,1,altria,q445007,30,1
iran water,false,1,iran water,iran water,1,1
iris,false,1,iris,q30252829,2,1
irma,false,1,coop,coop,1,1
irn bru,false,1,irn bru,irn bru,4,2
iron vegan,false,1,ironvegan llc,ironvegan llc,1,1
ironmaxx,false,1,ironmaxx,ironmaxx,1,1
irstaski supermarket,false,1,irstaski supermarket,irstaski supermarket,1,1
irvines pies,true,1,kuok group,q111914255,1,1
irving,false,1,irving,q11285733,1,1
isabel,false,1,isabel,isabel,6,4
isabela,false,1,isabela food products,isabela food products,5,3
isabelle,false,1,isabelle,isabelle,2,1
isadora,false,1,isadora,isadora,1,1
isaw,false,1,"chona food corp, honai, honai food corporation","chona food corp, honai, honai food corporation",3,3
isdin,false,1,isdin,q43894923,1,1
ishka spring,false,1,ishka spring,ishka spring,1,1
isla,false,1,isla,isla,5,2
island,false,1,island records,q190585,3,2
island biscuit choco wafer,false,1,island biscuit choco wafer,island biscuit choco wafer,2,1
island farms,false,1,agrokor,agrokor,1,1
island snacks,false,1,island snacks,island snacks,1,1
islander,false,1,islander footwear manufacturing corporation,islander footwear manufacturing corporation,1,1
islandish,false,1,"islandish co., ltd.","islandish co., ltd.",3,3
islands,attempted,1,highland ltd,https://highlandske.com/our-story/,905,2
ism,false,1,ism,ism,38,5
ismahan,false,1,"ismahan water, mombasa","ismahan water, mombasa",1,1
iso cup,false,1,"asia health energi beverages, asia health energy","asia health energi beverages, asia health energy",5,3
isocup,false,1,"asia health energi beverages, jaya utama santikah","asia health energi beverages, jaya utama santikah",3,2
isofix antifungal,false,1,î•î»î±ï„î¿ïƒï„îµï„ î‘î•,î•î»î±ï„î¿ïƒï„îµï„ î‘î•,1,1
isogel,false,1,isogel,isogel,1,1
isoniazid,false,1,kimia farma,q11264892,1,1
isophrophyl alcohol,false,1,unspecified,unspecified,1,1
isoplus,false,1,wings,q12524596,11,9
isoprophyl alcohol,false,1,green cross inc.,green cross inc.,1,1
isopropyl alcohol,false,1,isopropyl alcohol manufacturer,isopropyl alcohol manufacturer,4,1
isosport,false,1,vindi,vindi,1,1
isostar,false,1,"isostar, isostar","isostar, isostar",8,7
isotema,true,1,unbranded,unbranded,1,1
isotonic,false,1,isotonic,isotonic,4,2
ispahani,false,1,m. m. ispahani limited,q6712865,2,1
ispi orange mini pack,false,1,ispahani foods limited,ispahani foods limited,91,2
issima,false,1,dinant,dinant,14,3
istanblue vodka,false,1,coveris,coveris,1,1
it,false,1,it,it,1,1
it sisig,false,1,"mabuhay, prifood corporation","mabuhay, prifood corporation",2,1
it takes 2,true,1,unbranded,unbranded,1,1
it! refrigerantes,false,1,it! refrigerantes,it! refrigerantes,1,1
it's-it,false,1,it's-it,it's-it,5,2
it's-it ice cream,false,1,it's-it ice cream,it's-it ice cream,1,1
itaipava,false,1,cervejaria petrã³polis,cervejaria petrã³polis,2,1
itajá,false,1,jalles machado,jalles machado,1,1
italac,false,1,q10304175,q10304175,4,3
italia plast,false,1,italian,italian,125,1
italian rose,false,1,perimiter brands,perimiter brands,1,1
italpasta,false,1,italpasta,italpasta,1,1
itambé,false,1,itambé,q10304196,1,1
itanova,false,1,pionir,pionir,1,1
itc,false,1,itc limited,q1655008,85,5
itc  sunfeast,false,1,itc limited,q1655008,4,1
itc ltd,false,1,itc ltd.,itc ltd.,1,1
itc rajinigandha,false,1,itc,itc,8,1
itex,false,1,itex,itex,1,1
itg brands llc,false,1,itg brands llc,itg brands llc,1,1
itimat ayran,false,1,itimat ayran,itimat ayran,1,1
ito en,false,1,ito en ltd,ito en ltd,4,4
itobe,false,1,itobe,itobe,1,1
itoen,false,1,"itoen, itoen","itoen, itoen",2,1
itubaína,false,1,itubaína,itubaína,4,3
iverali,false,1,iverali,iverali,1,1
ivess,false,1,ivess,ivess,2,2
ivi,false,1,pepsico,q334800,10,3
ivory,true,1,procter & gamble,q212405,158,2
ivory chili sauce,false,1,iringa food beverages ltd,iringa food beverages ltd,1,1
ivy,false,1,i.p. group,i.p. group,13,3
ivy dew,false,1,ivy dew enterprise,ivy dew enterprise,1,1
ivy water,false,1,juenl nig. ltd,juenl nig. ltd,1,1
iya gold,true,1,unbranded,unbranded,1,1
iyes,false,1,"manohara asri, manohara asri","manohara asri, manohara asri",2,2
iznenada,false,1,iznenada,iznenada,1,1
izolant,false,1,electronick,electronick,100,1
izone,false,1,izone group,izone group,1,1
izumrud ltd,false,1,tov izumrud ltd,tov izumrud ltd,3,1
izvirska voda,false,1,ni navedeno,ni navedeno,2,2
izvisrka voda tuå¡,false,1,tuå¡,tuå¡,2,1
izze,false,1,izze,izze,6,1
izzi,false,1,wipro unza,q18924914,1,1
iļģuciema alus,false,1,q4041288,q4041288,1,1
iļģuciema kvass,false,1,q4041288,q4041288,3,2
j & t express,false,1,j&t express,q95690344,1,1
j + b hunting shots,false,1,j + b hunting shots,j + b hunting shots,1,1
j k,false,1,j. k. organisation,q6106200,1,1
j k thomson,false,1,j k thomson,j k thomson,1,1
j&j wafrets,false,1,jg summit holdings,q6108205,21,1
j&t express,false,1,j&t express,q95690344,3,3
j-mix,false,1,"world foods international co., ltd","world foods international co., ltd",4,3
j. arthur bower,false,1,j. arthur bower,j. arthur bower,4,1
j. y. campus centre,false,1,j. y. campus centre,j. y. campus centre,9,1
j.m. suckers,false,1,the j.m. smucker company,q7742790,1,1
j2o,false,1,britvic,q4971696,6,4
j7,false,1,j7,j7,2,2
j7 fruits,false,1,pepsico,q334800,2,2
ja,false,1,ja,ja,4,3
ja erdnuss flips,false,1,rewe,rewe,2,2
ja hörnchen,false,1,rewe,rewe,5,1
ja knabberbox,false,1,rewe,rewe,2,2
ja nougat hörnchen,false,1,rewe,rewe,6,1
ja party nüsse,false,1,rewe,rewe,2,2
ja taschentücher,false,1,rewe,rewe,5,1
ja vanille haselnuss hörnchen,false,1,rewe,rewe,1,1
ja! reine buttermilch,false,1,tma handelsgesellschaft,tma handelsgesellschaft,1,1
ja! schokoriegel,false,1,rewe,rewe,1,1
ja! taschentücher,false,1,metsä tissue gmbh,metsä tissue gmbh,3,1
jaadu,false,1,jaadu,jaadu,6,1
jaan paan liqueur,false,1,jaan inc,jaan inc,32,1
jaanu,false,1,jaanu,jaanu,1,1
jaazz,false,1,confiteca,confiteca,1,1
jabee,false,1,jabee,jabee,1,1
jabmilk,false,1,kan jabung,kan jabung,1,1
jabon neutro,false,1,jabon neutro,jabon neutro,1,1
jabones pardo s. a.,false,1,jabones pardo s. a.,jabones pardo s. a.,2,1
jabs,false,1,"yangzhou perfect daily chemicals co., ltd.","yangzhou perfect daily chemicals co., ltd.",1,1
jabson green peas,false,1,jabson green peas,jabson green peas,3,1
jabsons,false,1,jairamdas bhagchand,jairamdas bhagchand,73,5
jabsons garlic green peas,false,1,jabsons garlic green peas,jabsons garlic green peas,3,1
jac&ray,false,1,jac&ray,jac&ray,2,1
jack & jill,true,1,jg summit holdings,q6108205,201,5
jack 'n jill,true,1,jg summit holdings,q6108205,33,2
jack and olive,false,1,compass group inc.,compass group inc.,2,1
jack beefjerky,false,1,jack beefjerky,jack beefjerky,1,1
jack daniel's jennesse whiskey,false,1,kibo spirit co ltd,kibo spirit co ltd,1,1
jack daniels,false,1,brown-forman,q392221,12,9
jack daniels  brown - porman,false,1,jack daniels  brown - porman,jack daniels  brown - porman,1,1
jack daniels whiskey,false,1,jack daniels whiskey,jack daniels whiskey,3,1
jack in the box,false,1,jack in the box,q1538507,35,18
